presentation_position,trace_sequence,frame_sequence,goal_completion,solver_completion,grounding_backend,solver_backend,solver_failure,body_grounded,root_hit,root_surface,pelvis_target,pelvis_resolved,reject_left,reject_right,pelvis_height_mode,movement_compensation_mode,left_grounded,left_hit,left_surface,left_plant_confidence,left_sole_height,left_placement_weight,left_plant_weight,left_contact_weight,left_goal_position_weight,left_goal_rotation_weight,left_constraint,left_transition,left_lock,left_prediction_reject,left_goal_application,left_goal_source,left_solver_result_available,left_leg_extension,left_ankle_twist,left_query_count,left_rejected_query_count,left_grounding_x,left_grounding_y,left_grounding_z,left_goal_x,left_goal_y,left_goal_z,left_solved_x,left_solved_y,left_solved_z,left_position_residual,left_rotation_residual_degrees,right_grounded,right_hit,right_surface,right_plant_confidence,right_sole_height,right_placement_weight,right_plant_weight,right_contact_weight,right_goal_position_weight,right_goal_rotation_weight,right_constraint,right_transition,right_lock,right_prediction_reject,right_goal_application,right_goal_source,right_solver_result_available,right_leg_extension,right_ankle_twist,right_query_count,right_rejected_query_count,right_grounding_x,right_grounding_y,right_grounding_z,right_goal_x,right_goal_y,right_goal_z,right_solved_x,right_solved_y,right_solved_z,right_position_residual,right_rotation_residual_degrees
1139,301,1139,1140,1140,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1316,-0.005912636,-0.004075193,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0.125209,0.02232468,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6857978,0,0,0,-0.1131516,0.1156174,0.04933784,-0.1131516,0.1156174,0.04933784,-0.1131516,0.1215347,0.04933779,0.005917318,0,true,true,-1316,0.795847,0.003364379,1,0.591694,0,0.591694,0.591694,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7916132,0,0,0,0.1608872,0.07231922,-0.1239607,0.1608872,0.07231922,-0.1239607,0.1608872,0.07473536,-0.1239607,0.002416141,0
1140,302,1140,1141,1141,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1316,-0.009992689,-0.006265865,false,false,AllPlantedFeet,FollowBody,true,true,-1316,0,0.00810551,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7357609,0,0,0,-0.06941606,0.09347057,0.222124,-0.06941606,0.09347057,0.222124,-0.06941615,0.09719732,0.2221239,0.003726751,0,true,true,-1316,1,-0.005078971,1,1,0,1,1,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7401159,0,0,0,0.1481435,0.08911601,-0.1702188,0.1481435,0.08911601,-0.1702188,0.1481435,0.0891161,-0.1702189,9.424322E-08,0
1141,303,1141,1142,1142,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1316,-0.009979242,-0.007307524,false,false,AllPlantedFeet,FollowBody,true,true,-1316,1,0.00118581,1,1,0,1,1,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7889968,0,0,0,-0.05092454,0.07245159,0.2828137,-0.05092454,0.07245159,0.2828137,-0.05092458,0.07245156,0.2828137,7.634574E-08,0,true,true,-1316,0.5006642,-0.001581512,1,0.001328349,0,0.001328349,0.001328349,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7233476,0,0,0,0.1396616,0.09710801,-0.2072891,0.1396616,0.09710801,-0.2072891,0.1396616,0.09978956,-0.2072891,0.002681553,0
1142,304,1142,1143,1143,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1316,-0.009987321,-0.007894498,false,false,AllPlantedFeet,FollowBody,true,true,-1316,1,0.002886762,1,1,0,1,1,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7464463,0,0,0,-0.04766316,0.07482206,0.2219871,-0.04766316,0.07482206,0.2219871,-0.0476631,0.0748221,0.2219871,6.580174E-08,0,true,true,-1316,0.5002663,0.001636401,1,0.0005325079,0,0.0005325079,0.0005325079,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7360474,0,0,0,0.1256994,0.1018472,-0.2479989,0.1256994,0.1018472,-0.2479989,0.1256994,0.1039442,-0.2479991,0.002097048,0
1143,305,1143,1144,1144,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1316,-0.009992063,-0.008686671,false,false,AllPlantedFeet,FollowBody,true,true,-1316,1,0.002176333,1,1,0,1,1,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7182511,0,0,0,-0.0314175,0.07348412,0.1008411,-0.0314175,0.07348412,0.1008411,-0.03141754,0.073484,0.100841,1.405773E-07,0,true,true,-1316,0,0.01546079,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7928439,0,0,0,0.09350138,0.1045055,-0.3210879,0.09350138,0.1045055,-0.3210879,0.09350134,0.1058081,-0.3210877,0.00130266,0
1144,306,1144,1145,1145,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1316,0.08059308,0.02536325,false,false,AllPlantedFeet,FollowBody,true,true,-1656,1,-0.0006976216,1,1,0,1,1,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6635758,0,0,0,-0.01604876,0.1624187,-0.01871784,-0.01604876,0.1624187,-0.01871784,-0.01604883,0.1624187,-0.01871791,1.279815E-07,0,true,true,-1316,0,0.07468155,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7655671,0,0,0,0.07320102,0.1240418,-0.3168144,0.07320102,0.1240418,-0.3168144,0.07320111,0.1787044,-0.3168145,0.05466262,0
1145,307,1145,1146,1146,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1656,0,0.01772057,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0.01558304,-0.004045994,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7925625,0,0,0,-0.004791481,0.225734,-0.1084547,-0.004791481,0.225734,-0.1084547,-0.004791529,0.09868169,-0.1084546,0.1270523,8.870001,true,true,-1316,0,0.1345987,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6908649,0,0,0,0.06823056,0.1015061,-0.2500005,0.06823056,0.1015061,-0.2500005,0.06823054,0.2122828,-0.2500007,0.1107768,0
1146,308,1146,1147,1147,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1656,0,0.01385509,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0.4725133,-0.01182376,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8419324,0,0,0,0.002085863,0.1797667,-0.1683798,0.002085863,0.1797667,-0.1683798,0.002085872,0.09042577,-0.16838,0.08934097,7.779552,true,true,-1316,0,0.1686742,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6447062,0,0,0,0.06610571,0.08614969,-0.2021004,0.06610571,0.08614969,-0.2021004,0.06610583,0.2368087,-0.2021006,0.1506591,0
1147,309,1147,1148,1148,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1656,0,0.009551895,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,-0.004570118,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8859906,0,0,0,0.00490957,0.1323002,-0.2441948,0.00490957,0.1323002,-0.2441948,0.004909579,0.1047758,-0.2441945,0.02752438,6.333257,true,true,-1656,0,0.1829521,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6121358,0,0,0,0.06441368,0.187945,-0.1345565,0.06441368,0.187945,-0.1345565,0.06441379,0.2607505,-0.1345564,0.07280557,0
1148,310,1148,1149,1149,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1656,0,0.006125228,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,0.009355458,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9486035,0,0,0,0.002420119,0.07735106,-0.3349112,0.002420119,0.07735106,-0.3349112,0.002419975,0.1253931,-0.334911,0.04804204,4.926461,true,true,-1656,0,0.1848368,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6031426,0,0,0,0.06389764,0.2365531,-0.05914924,0.06389764,0.2365531,-0.05914924,0.06389765,0.284595,-0.0591494,0.04804194,0
1149,311,1149,1150,1150,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1666,0,0.004353578,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,0.03510061,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9953618,0,0,0,0.0002619947,0.03889057,-0.3993447,0.0002619947,0.03889057,-0.3993447,0.0002620034,0.1458593,-0.3993448,0.1069687,4.085737,true,true,-1666,0,0.1730484,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6319258,0,0,0,0.06084762,0.3051547,-0.01229003,0.06084762,0.3051547,-0.01229003,0.06084767,0.2832432,-0.01228973,0.02191153,0
1150,312,1150,1151,1151,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1666,0,0.003403017,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,0.08036956,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9999466,0,0,0,-0.001681117,0.03414518,-0.4404311,-0.001681117,0.03414518,-0.4404311,-0.001681075,0.1839577,-0.4404314,0.1498125,3.582662,true,true,-1666,0,0.1370471,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6986929,0,0,0,0.05521629,0.3176213,0.02864892,0.05521629,0.3176213,0.02864892,0.0552163,0.2497441,0.02864887,0.06787723,0
1151,313,1151,1152,1152,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1666,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1656,0,0.1574543,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9998174,0,0,0,-0.007434599,0.03546154,-0.5039128,-0.007434599,0.03546154,-0.5039128,-0.007434618,0.2461368,-0.5039127,0.2106752,2.934542,true,true,-1666,0,0.08834042,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7956411,0,0,0,0.04669284,0.2285097,0.1135415,0.04669284,0.2285097,0.1135415,0.04669274,0.199185,0.1135415,0.02932474,0
1152,314,1152,1153,1153,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1666,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.2519407,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9829828,0,0,0,0.006341269,0.3302516,-0.5614837,0.006341269,0.3302516,-0.5614837,0.006341256,0.3302515,-0.5614835,2.461019E-07,0,true,true,-1676,0,0.05687281,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8735822,0,0,0,0.04260291,0.2860174,0.2059096,0.04260291,0.2860174,0.2059096,0.04260289,0.1671295,0.2059097,0.1188879,0
1153,315,1153,1154,1154,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1676,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1666,0,0.3272897,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.938807,0,0,0,0.01139203,0.3505391,-0.5739769,0.01139203,0.3505391,-0.5739769,0.011392,0.4002077,-0.5739768,0.04966861,6.727311,true,true,-1676,0.1475856,0.04600192,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9089205,0,0,0,0.03957683,0.2735096,0.2461124,0.03957683,0.2735096,0.2461124,0.03957685,0.1512993,0.2461121,0.1222103,0
1154,316,1154,1155,1155,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1676,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.3823187,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8832101,0,0,0,0.01066209,0.4522154,-0.5614477,0.01066209,0.4522154,-0.5614477,0.0106619,0.4522154,-0.5614479,2.702826E-07,0,true,true,-1686,0.499,0.04457313,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9359223,0,0,0,0.03532115,0.3199571,0.2810069,0.03532115,0.3199571,0.2810069,0.03532125,0.1403465,0.281007,0.1796106,0
1155,317,1155,1156,1156,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1686,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.4461894,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7595487,0,0,0,-0.0002698489,0.4949957,-0.4922001,-0.0002698489,0.4949957,-0.4922001,-0.0002698004,0.4949956,-0.4922003,1.567018E-07,0,true,true,-1686,0,0.03865413,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9920871,0,0,0,0.01497132,0.3450042,0.3473597,0.01497132,0.3450042,0.3473597,0.01497136,0.1152521,0.3473599,0.2297521,0
1156,318,1156,1157,1157,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1686,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.468315,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6652173,0,0,0,-0.01079925,0.5010005,-0.4296263,-0.01079925,0.5010005,-0.4296263,-0.01079926,0.5010005,-0.4296264,1.19732E-07,0,true,true,-1686,0,0.008040989,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9833814,0,0,0,0.009484168,0.230613,0.3232394,0.009484168,0.230613,0.3232394,0.009484122,0.08380264,0.3232392,0.1468104,0
1157,319,1157,1158,1158,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1686,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.4870326,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6005531,0,0,0,-0.03590446,0.5037712,-0.3914908,-0.03590446,0.5037712,-0.3914908,-0.03590435,0.5037712,-0.3914909,1.402313E-07,0,true,true,-1686,0.4063925,-0.006424038,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9127557,0,0,0,0.001963043,0.1624284,0.2018048,0.001963043,0.1624284,0.2018048,0.001963172,0.07598424,0.201805,0.08644414,0
1158,320,1158,1159,1159,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1686,0,0,false,false,AllPlantedFeet,FollowBody,false,false,0,0,0.4806411,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.51342,0,0,0,-0.05215694,0.4901639,-0.3236682,-0.05215694,0.4901639,-0.3236682,-0.05215679,0.490164,-0.3236682,1.47702E-07,0,true,true,-1686,0.2690209,-0.002939741,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8749042,0,0,0,-0.01634292,0.1231579,0.0921986,-0.01634292,0.1231579,0.0921986,-0.01634308,0.07999641,0.09219833,0.04316145,0
1159,321,1159,1160,1160,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1686,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1686,0,0.3852041,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.4646688,0,0,0,-0.06350376,0.4131775,-0.2145553,-0.06350376,0.4131775,-0.2145553,-0.06350374,0.4131775,-0.2145553,3.332001E-08,1.986156,true,true,-1686,0.499,-0.0001159919,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8628725,0,0,0,-0.0203844,0.06528509,-0.05550451,-0.0203844,0.06528509,-0.05550451,-0.02038434,0.08150461,-0.05550444,0.01621953,0
1160,322,1160,1161,1161,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1696,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1686,0,0.2749685,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.5170586,0,0,0,-0.06697625,0.2578712,-0.1131549,-0.06697625,0.2578712,-0.1131549,-0.06697619,0.3383115,-0.113155,0.08044037,1.543034,true,true,-1686,0,-0.009015879,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9616139,0,0,0,-0.02260197,-0.0116998,-0.2563995,-0.02260197,-0.0116998,-0.2563995,-0.02260209,0.07857418,-0.2563997,0.09027398,0
1161,323,1161,1162,1162,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1696,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1696,0,0.1781778,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6158303,0,0,0,-0.06228453,0.25499,-0.03132332,-0.06228453,0.25499,-0.03132332,-0.06228458,0.2707529,-0.03132358,0.01576295,1.292991,true,true,-1686,0,0.01911075,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9998242,0,0,0,-0.008404902,-0.0165844,-0.3748068,-0.008404902,-0.0165844,-0.3748068,-0.008405007,0.1269162,-0.374807,0.1435006,0
1162,324,1162,1163,1163,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1696,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1696,0,0.1188757,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6957678,0,0,0,-0.05310698,0.2546399,0.03886515,-0.05310698,0.2546399,0.03886515,-0.05310696,0.2243824,0.03886488,0.03025749,1.129505,true,true,-1686,0,0.06566492,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9987049,0,0,0,0.006648649,-0.01180315,-0.4308978,0.006648649,-0.01180315,-0.4308978,0.006648675,0.1723315,-0.4308976,0.1841347,0
1163,325,1163,1164,1164,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1696,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1696,0,0.0873844,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7582986,0,0,0,-0.04888545,0.1996568,0.09437726,-0.04888545,0.1996568,0.09437726,-0.04888557,0.192737,0.09437715,0.006919831,0.9763772,true,true,-1686,0,0.1225408,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9920089,0,0,0,0.01041991,-0.01774228,-0.4717293,0.01041991,-0.01774228,-0.4717293,0.01041988,0.2152341,-0.4717292,0.2329764,0
1164,326,1164,1165,1165,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1706,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1706,0,0.06663814,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8197229,0,0,0,-0.04484401,0.2533655,0.1778875,-0.04484401,0.2533655,0.1778875,-0.04484387,0.1701738,0.1778878,0.08319169,0.785338,false,false,0,0,0.2036561,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.967479,0,0,0,0.00151364,0.2865562,-0.518362,0.00151364,0.2865562,-0.518362,0.001513574,0.2865562,-0.5183622,1.359829E-07,0
1165,327,1165,1166,1166,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1706,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1716,0.2567289,0.05408905,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8880343,0,0,0,-0.03515434,0.3380204,0.2749504,-0.03515434,0.3380204,0.2749504,-0.03515422,0.1531456,0.27495,0.1848748,0.5895011,false,false,0,0,0.3129104,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9055745,0,0,0,-0.0087338,0.3867029,-0.5440544,-0.0087338,0.3867029,-0.5440544,-0.008733917,0.3867029,-0.5440546,2.1388E-07,0
1166,328,1166,1167,1167,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1716,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1716,0,0.05255783,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9603467,0,0,0,-0.02015328,0.3728461,0.3619368,-0.02015328,0.3728461,0.3619368,-0.0201533,0.1354985,0.361937,0.2373476,0.4613998,false,false,0,0,0.3983532,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.8179858,0,0,0,-0.007454033,0.4622713,-0.522113,-0.007454033,0.4622713,-0.522113,-0.007454213,0.4622714,-0.5221132,2.55286E-07,0
1167,329,1167,1168,1168,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,false,true,-1716,0,0,false,false,AllPlantedFeet,FollowBody,true,true,-1726,0,0.01854002,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.9945703,0,0,0,-0.0118955,0.409927,0.3547105,-0.0118955,0.409927,0.3547105,-0.01189553,0.08608142,0.3547109,0.3238456,0.3560823,false,false,0,0,0.4519966,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.6903102,0,0,0,0.005409852,0.5002528,-0.4489855,0.005409852,0.5002528,-0.4489855,0.005409732,0.5002528,-0.4489852,4.054926E-07,0
1168,330,1168,1169,1169,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1716,0.09541513,0.05787669,false,false,AllPlantedFeet,FollowBody,true,true,-1726,0.7385095,0.0009552469,1,0.477019,0,0.477019,0.477019,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7526319,0,0,0,0.01810979,0.2831424,-0.01592017,0.01810979,0.2831424,-0.01592017,0.01810974,0.2088023,-0.01592046,0.07434011,4.573919,true,true,-1716,0,0.3972294,1,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.4557981,0,0,0,0.05905782,0.4552395,-0.262439,0.05905782,0.4552395,-0.262439,0.05905766,0.5131163,-0.2624389,0.05787677,0
1169,331,1169,1170,1170,rootmotion.finalik.grounding/explicit-pose-world-query-secondary-plant/v4,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,-1726,0.0896692,0.07319432,false,false,AllPlantedFeet,FollowBody,true,true,-1726,0.7385095,0.0009552469,1,0.477019,0,0.477019,0.477019,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.7710909,0,0,0,0.01810979,0.2710969,-0.01592017,0.01810979,0.2710969,-0.01592017,0.01810982,0.2110671,-0.0159204,0.0600298,3.070372,false,false,0,0,0.3972294,0,0,0,0,0,Free,PolicyReleased,Unlocked,NoFutureLanding,GroundingEffectorTarget,FinalIkGrounding,true,0.4557981,0,0,0,0.05905782,0.4552395,-0.262439,0.05905782,0.4552395,-0.262439,0.05905776,0.5284339,-0.262439,0.07319438,0
